filename,image_path,tags,thumbnail_path,original_filepath,tags
015.JPG,processed/015.JPG,"dairy cattle, bovinae, stable, dairy, beam, herd, cattle, animal, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/015.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/015.JPG,"dairy cattle, bovinae, stable, dairy, beam, herd, cattle, animal, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
015.JPG,processed/015.JPG,"dairy cattle, bovinae, stable, dairy, beam, herd, cattle, animal, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/015.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/015.JPG,"dairy cattle, bovinae, stable, dairy, beam, herd, cattle, animal, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
016.JPG,processed/016.JPG,"jacket, outerwear, trousers, jeans, denim, light-hearted, event, person, boot, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/016.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/016.JPG,"jacket, outerwear, trousers, jeans, denim, light-hearted, event, person, boot, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
017.JPG,processed/017.JPG,"dairy cattle, bovinae, livestock, dairy, working animal, herd, cattle, person, jeans, clothing, bag, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/017.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/017.JPG,"dairy cattle, bovinae, livestock, dairy, working animal, herd, cattle, person, jeans, clothing, bag, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
018.JPG,processed/018.JPG,"dairy cattle, bovinae, working animal, terrestrial animal, livestock, dairy, herd, cattle, animal, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/018.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/018.JPG,"dairy cattle, bovinae, working animal, terrestrial animal, livestock, dairy, herd, cattle, animal, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
018.JPG,processed/018.JPG,"dairy cattle, bovinae, working animal, terrestrial animal, livestock, dairy, herd, cattle, animal, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/018.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/018.JPG,"dairy cattle, bovinae, working animal, terrestrial animal, livestock, dairy, herd, cattle, animal, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
019.JPG,processed/019.JPG,"storage tank, cylinder, water tank, industry, pipe, grass, corporate headquarters, bunker, headquarters, corporation, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/019.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/019.JPG,"storage tank, cylinder, water tank, industry, pipe, grass, corporate headquarters, bunker, headquarters, corporation, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
019.JPG,processed/019.JPG,"storage tank, cylinder, water tank, industry, pipe, grass, corporate headquarters, bunker, headquarters, corporation, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/019.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/019.JPG,"storage tank, cylinder, water tank, industry, pipe, grass, corporate headquarters, bunker, headquarters, corporation, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
020.JPG,processed/020.JPG,"bird, wing, animal migration, flock, bird migration, birds, tree, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/020.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/020.JPG,"bird, wing, animal migration, flock, bird migration, birds, tree, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
020.JPG,processed/020.JPG,"bird, wing, animal migration, flock, bird migration, birds, tree, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/020.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/020.JPG,"bird, wing, animal migration, flock, bird migration, birds, tree, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
021.JPG,processed/021.JPG,"bird, animal migration, bird migration, flock, flight, tree, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/021.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/021.JPG,"bird, animal migration, bird migration, flock, flight, tree, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
021.JPG,processed/021.JPG,"bird, animal migration, bird migration, flock, flight, tree, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/021.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/021.JPG,"bird, animal migration, bird migration, flock, flight, tree, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
022.JPG,processed/022.JPG,"cloud, land lot, reservoir, fence, wetland, salt marsh, tidal marsh, mudflat, marsh, salt, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/022.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/022.JPG,"cloud, land lot, reservoir, fence, wetland, salt marsh, tidal marsh, mudflat, marsh, salt, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
022.JPG,processed/022.JPG,"cloud, land lot, reservoir, fence, wetland, salt marsh, tidal marsh, mudflat, marsh, salt, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/022.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/022.JPG,"cloud, land lot, reservoir, fence, wetland, salt marsh, tidal marsh, mudflat, marsh, salt, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
023.JPG,processed/023.JPG,"composite material, machine, concrete, soil, building material, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/023.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/023.JPG,"composite material, machine, concrete, soil, building material, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
023.JPG,processed/023.JPG,"composite material, machine, concrete, soil, building material, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/023.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Hydro/BHA/023.JPG,"composite material, machine, concrete, soil, building material, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
023.JPG,processed/023.JPG,"composite material, machine, concrete, soil, building material, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/023.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/023.JPG,"composite material, machine, concrete, soil, building material, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
024.JPG,processed/024.JPG,"storage tank, silo, water tank, cylinder, fuel tank, building, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/024.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/024.JPG,"storage tank, silo, water tank, cylinder, fuel tank, building, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
024.JPG,processed/024.JPG,"storage tank, silo, water tank, cylinder, fuel tank, building, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/024.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/024.JPG,"storage tank, silo, water tank, cylinder, fuel tank, building, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
025.JPG,processed/025.JPG,"denim, jeans, umbrella, leisure, recreation, beach, tourism, person, top, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/025.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/025.JPG,"denim, jeans, umbrella, leisure, recreation, beach, tourism, person, top, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
025.JPG,processed/025.JPG,"denim, jeans, umbrella, leisure, recreation, beach, tourism, person, top, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/025.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/025.JPG,"denim, jeans, umbrella, leisure, recreation, beach, tourism, person, top, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
026.JPG,processed/026.JPG,"brown, paper, meter, houses and buildings, housing types, poor housing, horrible house",thumbnails/026.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/026.JPG,"brown, paper, meter, houses and buildings, housing types, poor housing, horrible house"
026_23A.JPG,processed/026_23A.JPG,"natural material, compost, waste, NA, wm, food, energy supply, biomass, fuels, wood fuel, woodfuel (kevin lindegaard), fuel types, wood chip",thumbnails/026_23A.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Biomass/Fuels/Wood fuel/Woodfuel (Kevin Lindegaard)/Fuel types/Wood chip/026_23A.JPG,"natural material, compost, waste, NA, wm, food, energy supply, biomass, fuels, wood fuel, woodfuel (kevin lindegaard), fuel types, wood chip"
027.JPG,processed/027.JPG,"soil, grass, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/027.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/027.JPG,"soil, grass, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
027.JPG,processed/027.JPG,"soil, grass, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/027.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/027.JPG,"soil, grass, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
028.JPG,processed/028.JPG,"jacket, hood, rain suit, windbreaker, hoodie, person, clothing, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/028.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/028.JPG,"jacket, hood, rain suit, windbreaker, hoodie, person, clothing, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
028.JPG,processed/028.JPG,"jacket, hood, rain suit, windbreaker, hoodie, person, clothing, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/028.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/028.JPG,"jacket, hood, rain suit, windbreaker, hoodie, person, clothing, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
029.JPG,processed/029.JPG,"cylinder, boat, ladder, person, clothing, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/029.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/029.JPG,"cylinder, boat, ladder, person, clothing, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
029.JPG,processed/029.JPG,"cylinder, boat, ladder, person, clothing, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/029.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/029.JPG,"cylinder, boat, ladder, person, clothing, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
030.JPG,processed/030.JPG,"machine, cylinder, steel, paint, aluminium, boat, ladder, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/030.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/030.JPG,"machine, cylinder, steel, paint, aluminium, boat, ladder, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
030.JPG,processed/030.JPG,"machine, cylinder, steel, paint, aluminium, boat, ladder, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/030.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/030.JPG,"machine, cylinder, steel, paint, aluminium, boat, ladder, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
031.JPG,processed/031.JPG,"pipe, industry, composite material, technology, engineering, factory m carbon works, machine, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/031.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/031.JPG,"pipe, industry, composite material, technology, engineering, factory m carbon works, machine, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
031.JPG,processed/031.JPG,"pipe, industry, composite material, technology, engineering, factory m carbon works, machine, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/031.JPG,S:/Comms/Images/Stock images [unrestricted]/Houses and buildings/housing types/poor housing/Horrible House/031.JPG,"pipe, industry, composite material, technology, engineering, factory m carbon works, machine, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
032.JPG,processed/032.JPG,"transparency, label, meter, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)",thumbnails/032.JPG,S:/Comms/Images/Stock images [unrestricted]/Energy Supply/Anaerobic Digestion/Dairy farm AD (2012-07-08 Kemble)/032.JPG,"transparency, label, meter, energy supply, anaerobic digestion, dairy farm ad (2012-07-08 kemble)"
